,userid
11768,15277162
11769,15283644
11770,15292312
11771,15294067
11772,15294163
11773,15296513
11774,15299300
11775,15299827
11776,15304909
11777,15307940
11778,15309262
11779,15312273
11780,15313327
11781,15314380
11782,15315044
11783,15318173
11784,15323148
11785,15325226
11786,15330252
11787,15331120
11788,15332709
11789,15333994
11790,15334219
11791,15337072
11792,15338466
11793,15339366
11794,15341614
11795,15342832
11796,15343524
11797,15345253
11798,15348119
11799,15351572
11800,15357715
11801,15359089
11802,15364195
11803,15365160
11804,15368191
11805,15369458
11806,15371030
11807,15372944
11808,15374728
11809,15375510
11810,15375511
11811,15379170
11812,15379304
11813,15379876
11814,15383844
11815,15383897
11816,15386676
11817,15387222
11818,15387512
11819,15387659
11820,15388207
11821,15388307
11822,15390457
11823,15391771
11824,15392416
11825,15393353
11826,15394382
11827,15394560
11828,15396197
11829,15396210
11830,15397083
11831,15398382
11832,15401382
11833,15401574
11834,15403269
11835,15403788
11836,15403849
11837,15404678
11838,15406625
11839,15410843
11840,15411646
11841,15412905
11842,15413628
11843,15417341
11844,15417630
11845,15417820
11846,15419101
11847,15426310
11848,15428446
11849,15429436
11850,15431480
11851,15431865
11852,15434582
11853,15435997
11854,15436080
11855,15437204
11856,15441434
11857,15441466
11858,15442866
11859,15443325
11860,15444759
11861,15446143
11862,15446893
11863,15447683
11864,15448318
11865,15448492
11866,15448787
11867,15449226
11868,15450548
11869,15450939
11870,15451025
11871,15451836
11872,15452041
11873,15453707
11874,15453870
11875,15454119
11876,15454850
11877,15455342
11878,15455420
11879,15455602
11880,15455674
11881,15455727
11882,15455922
11883,15456000
11884,15456113
11885,15456140
11886,15456188
11887,15456198
11888,15456260
11889,15456458
11890,15457027
11891,15457183
11892,15457690
11893,15458794
11894,15459655
11895,15459880
11896,15460571
11897,15461274
11898,15462176
11899,15464013
11900,15469461
11901,15472793
11902,15475444
11903,15476362
11904,15477199
11905,15479494
11906,15482580
11907,15483095
11908,15484614
11909,15486578
11910,15488947
11911,15490997
11912,15493874
11913,15494695
11914,15495067
11915,15495786
11916,15496249
11917,15496438
11918,15497429
11919,15498102
11920,15499536
11921,15500301
11922,15502705
11923,15505160
11924,15508688
11925,15512303
11926,15512447
11927,15514670
11928,15515013
11929,15516811
11930,15520810
11931,15522821
11932,15522829
11933,15523456
11934,15524648
11935,15527010
11936,15527270
11937,15527591
11938,15527803
11939,15533401
11940,15536090
11941,15543409
11942,15544538
11943,15546222
11944,15547117
11945,15547810
11946,15548984
11947,15551353
11948,15558768
11949,15562591
11950,15573594
11951,15575365
11952,15575926
11953,15577435
11954,15580084
11955,15580247
11956,15580784
11957,15581416
11958,15581555
11959,15583278
11960,15584478
11961,15585041
11962,15587279
11963,15591249
11964,15591566
11965,15592173
11966,15594510
11967,15596865
11968,15611051
11969,15614077
11970,15615498
11971,15615840
11972,15615953
11973,15619393
11974,15621387
11975,15623811
11976,15625139
11977,15626799
11978,15627803
11979,15629190
11980,15631264
11981,15635741
11982,15635872
11983,15636037
11984,15637385
11985,15645353
11986,15647397
11987,15648083
11988,15649376
11989,15651329
11990,15651754
11991,15655991
11992,15658350
11993,15659261
11994,15664972
11995,15665853
11996,15665954
11997,15667714
11998,15669136
11999,15671132
12000,15674064
12001,15679442
12002,15681683
12003,15683298
12004,15689305
12005,15691492
12006,15692524
12007,15695256
12008,15695905
12009,15696505
12010,15704792
12011,15710089
12012,15710725
12013,15710828
12014,15718026
12015,15720815
12016,15724427
12017,15728182
12018,15729819
12019,15730152
12020,15730489
12021,15732140
12022,15735008
12023,15738660
12024,15739785
12025,15740045
12026,15740506
12027,15740631
12028,15741104
12029,15742880
12030,15743442
12031,15746187
12032,15746209
12033,15746222
12034,15749373
12035,15750293
12036,15750423
12037,15750591
12038,15752924
12039,15753206
12040,15759019
12041,15759495
12042,15764835
12043,15766097
12044,15768833
12045,15769222
12046,15769895
12047,15769949
12048,15772871
12049,15773195
12050,15774607
12051,15778455
12052,15778732
12053,15782127
12054,15792193
12055,15795019
12056,15798826
12057,15799052
12058,15799591
12059,15799722
12060,15803173
12061,15803939
12062,15805910
12063,15807200
12064,15808515
12065,15808636
12066,15810153
12067,15810971
12068,15814285
12069,15816619
12070,15817082
12071,15819405
12072,15823960
12073,15824900
12074,15826028
12075,15830726
12076,15835848
12077,15840232
12078,15842437
12079,15843248
12080,15845276
12081,15846467
12082,15846917
12083,15852049
12084,15852571
12085,15853916
12086,15854867
12087,15856305
12088,15860807
12089,15863242
12090,15863442
12091,15863779
12092,15864887
12093,15864896
12094,15865730
12095,15867265
12096,15870242
12097,15870785
12098,15871884
12099,15872196
12100,15872307
12101,15872879
12102,15875189
12103,15878172
12104,15879201
12105,15879398
12106,15881363
12107,15882429
12108,15885562
12109,15885739
12110,15887498
12111,15888933
12112,15889272
12113,15891897
12114,15892521
12115,15895687
12116,15896686
12117,15897884
12118,15898659
12119,15899921
12120,15900137
12121,15902335
12122,15904629
12123,15907578
12124,15909035
12125,15909884
12126,15911321
12127,15911448
12128,15912452
12129,15913788
12130,15920800
12131,15922155
12132,15927783
12133,15927794
12134,15929923
12135,15931474
12136,15931612
12137,15932064
12138,15932979
12139,15933108
12140,15934601
12141,15934778
12142,15935484
12143,15935813
12144,15936538
12145,15936776
12146,15937048
12147,15937955
12148,15939516
12149,15939877
12150,15940121
12151,15941133
12152,15941145
12153,15941847
12154,15942070
12155,15943673
12156,15944310
12157,15945232
12158,15946382
12159,15946762
12160,15946831
12161,15948506
12162,15950220
12163,15951701
12164,15951986
12165,15951995
12166,15953461
12167,15954692
12168,15956480
12169,15957023
12170,15959326
12171,15960667
12172,15960977
12173,15961359
12174,15961830
12175,15966238
12176,15966946
12177,15968267
12178,15968754
12179,15969360
12180,15969990
12181,15971026
12182,15974912
12183,15977289
12184,15979746
12185,15983744
12186,15984196
12187,15985526
12188,15985808
12189,15991335
12190,15992328
12191,15992771
12192,15993042
12193,15995215
12194,15995271
12195,15996471
12196,15996607
12197,16000867
12198,16001706
12199,16002072
12200,16002883
12201,16003526
12202,16006169
12203,16006217
12204,16006270
12205,16007269
12206,16008050
12207,16008341
12208,16009625
12209,16010052
12210,16010565
12211,16010677
12212,16010893
12213,16011508
12214,16011690
12215,16011894
12216,16011917
12217,16012490
12218,16012745
12219,16013171
12220,16013172
12221,16013187
12222,16013270
12223,16013288
12224,16013391
12225,16013465
12226,16013613
12227,16014615
12228,16016246
12229,16016458
12230,16016461
12231,16018187
12232,16018700
12233,16018970
12234,16020053
12235,16021925
12236,16022397
12237,16022472
12238,16023530
12239,16024376
12240,16029321
12241,16035650
12242,16035966
12243,16039531
12244,16041288
12245,16042494
12246,16044003
12247,16044402
12248,16052606
12249,16052675
12250,16054842
12251,16054955
12252,16058061
12253,16058310
12254,16058460
12255,16059516
12256,16061956
12257,16063382
12258,16064265
12259,16065654
12260,16069285
12261,16070612
12262,16072786
12263,16073114
12264,16073140
12265,16074178
12266,16075044
12267,16076879
12268,16084874
12269,16087263
12270,16089403
12271,16091390
12272,16094095
12273,16094959
12274,16095942
12275,16099376
12276,16100056
12277,16103224
12278,16112532
12279,16112689
12280,16114260
12281,16114998
12282,16117754
12283,16120976
12284,16123737
12285,16125759
12286,16128912
12287,16130799
12288,16135468
12289,16136289
12290,16139298
12291,16140355
12292,16142537
12293,16143662
12294,16147610
12295,16150293
12296,16152039
12297,16157542
12298,16159114
12299,16160239
12300,16162329
12301,16162822
12302,16166164
12303,16169145
12304,16172579
12305,16178387
12306,16183968
12307,16184415
12308,16185071
12309,16188414
12310,16193176
12311,16193453
12312,16200050
12313,16205001
12314,16207519
12315,16213831
12316,16215912
12317,16219915
12318,16223553
12319,16235254
12320,16242462
12321,16245804
12322,16248263
12323,16248524
12324,16249889
12325,16250124
12326,16252549
12327,16263997
12328,16268614
12329,16269549
12330,16281203
12331,16283306
12332,16284626
12333,16288052
12334,16288387
12335,16289706
12336,16293971
12337,16304598
12338,16304727
12339,16305890
12340,16306779
12341,16308640
12342,16310416
12343,16310809
12344,16311065
12345,16313233
12346,16319140
12347,16321690
12348,16322811
12349,16325669
12350,16326654
12351,16326878
12352,16328218
12353,16328315
12354,16331802
12355,16339611
12356,16343951
12357,16344231
12358,16345023
12359,16345053
12360,16345323
12361,16347229
12362,16347883
12363,16348478
12364,16348497
12365,16350318
12366,16351850
12367,16352253
12368,16353093
12369,16356651
12370,16360005
12371,16361038
12372,16362004
12373,16365639
12374,16367215
12375,16372817
12376,16376202
12377,16378887
12378,16379005
12379,16379285
12380,16381575
12381,16382528
12382,16382661
12383,16384824
12384,16385087
12385,16386816
12386,16393224
12387,16393941
12388,16394465
12389,16402455
12390,16408853
12391,16411303
12392,16411790
12393,16413268
12394,16414876
12395,16417343
12396,16419270
12397,16420338
12398,16428692
12399,16430230
12400,16432661
12401,16437703
12402,16439865
12403,16441845
12404,16442042
12405,16443214
12406,16444186
12407,16444467
12408,16450315
12409,16453864
12410,16455760
12411,16459523
12412,16459642
12413,16460117
12414,16460886
12415,16461607
12416,16462688
12417,16462719
12418,16465198
12419,16465747
12420,16481015
12421,16482285
12422,16483231
12423,16488162
12424,16493026
12425,16494328
12426,16494675
12427,16495655
12428,16496701
12429,16498305
12430,16498872
12431,16501282
12432,16501428
12433,16504528
12434,16505195
12435,16508085
12436,16516172
12437,16518411
12438,16519366
12439,16524492
12440,16526399
12441,16535428
12442,16536267
12443,16536643
12444,16537000
12445,16537968
12446,16539495
12447,16541736
12448,16542655
12449,16544848
12450,16548115
12451,16548248
12452,16550713
12453,16550845
12454,16551846
12455,16553554
12456,16557993
12457,16558022
12458,16561654
12459,16561770
12460,16562625
12461,16564738
12462,16568436
12463,16568506
12464,16570627
12465,16571198
12466,16573845
12467,16576339
12468,16577554
12469,16581508
12470,16581861
12471,16583005
12472,16584536
12473,16585503
12474,16585569
12475,16585854
12476,16587511
12477,16590151
12478,16592757
12479,16597285
12480,16597455
12481,16599687
12482,16608360
12483,16616719
12484,16618982
12485,16620535
12486,16620963
12487,16623182
12488,16625903
12489,16627260
12490,16628625
12491,16629625
12492,16630612
12493,16630815
12494,16631900
12495,16632426
12496,16636475
12497,16637046
12498,16639087
12499,16639127
12500,16643915
12501,16647391
12502,16647478
12503,16648808
12504,16649337
12505,16649805
12506,16650764
12507,16650893
12508,16651422
12509,16652503
12510,16653646
12511,16655274
12512,16655676
12513,16656598
12514,16656964
12515,16657068
12516,16657259
12517,16657734
12518,16659385
12519,16659645
12520,16659878
12521,16660274
12522,16661556
12523,16663867
12524,16664362
12525,16664831
12526,16665141
12527,16665453
12528,16665610
12529,16667143
12530,16668111
12531,16670363
12532,16670540
12533,16674003
12534,16678676
12535,16679650
12536,16686150
12537,16686455
12538,16689312
12539,16691456
12540,16691908
12541,16692368
12542,16693041
12543,16693886
12544,16695562
12545,16698038
12546,16698518
12547,16701330
12548,16702057
12549,16703235
12550,16705181
12551,16706392
12552,16706854
12553,16707212
12554,16707497
12555,16707712
12556,16708810
12557,16709068
12558,16709538
12559,16712028
12560,16713736
12561,16715508
12562,16721003
12563,16729244
12564,16730817
12565,16736955
12566,16739082
12567,16741381
12568,16742988
12569,16749020
12570,16749190
12571,16751041
12572,16752240
12573,16757904
12574,16758456
12575,16762444
12576,16764580
12577,16767775
12578,16769170
12579,16769354
12580,16769635
12581,16770293
12582,16771194
12583,16773509
12584,16778913
12585,16780762
12586,16782719
12587,16785020
12588,16785360
12589,16786044
12590,16786717
12591,16789927
12592,16790491
12593,16790539
12594,16791268
12595,16794841
12596,16799552
12597,16799750
12598,16799905
12599,16801680
12600,16801856
12601,16801925
12602,16804730
12603,16805056
12604,16808967
12605,16814298
12606,16815097
12607,16815166
12608,16815285
12609,16816810
12610,16818959
12611,16818994
12612,16821925
12613,16826423
12614,16827790
12615,16828841
12616,16828863
12617,16831498
12618,16835356
12619,16837143
12620,16837368
12621,16842947
12622,16845263
12623,16845284
12624,16847666
12625,16849512
12626,16850971
12627,16851067
12628,16858256
12629,16861556
12630,16863938
12631,16865621
12632,16865810
12633,16869456
12634,16872805
12635,16873240
12636,16875952
12637,16878293
12638,16878313
12639,16879051
12640,16883030
12641,16884139
12642,16884423
12643,16884490
12644,16885368
12645,16887134
12646,16888401
12647,16894808
12648,16896515
12649,16897277
12650,16906288
12651,16907272
12652,16908892
12653,16909929
12654,16910496
12655,16911039
12656,16915533
12657,16920389
12658,16924952
12659,16925145
12660,16930803
12661,16930951
12662,16931563
12663,16934047
12664,16941804
12665,16942076
12666,16944052
12667,16944111
12668,16950599
12669,16951808
12670,16952222
12671,16953369
12672,16954844
12673,16955030
12674,16959133
12675,16959258
12676,16960529
12677,16964108
12678,16964619
12679,16964839
12680,16967476
12681,16974290
12682,16974345
12683,16974699
12684,16975214
12685,16975917
12686,16977212
12687,16977226
12688,16977650
12689,16979269
12690,16984748
12691,16985172
12692,16986984
12693,16987898
12694,16987983
12695,16990206
12696,16991773
12697,16993642
12698,16997064
12699,16999219
12700,17000227
12701,17004136
12702,17007015
12703,17013717
12704,17019124
12705,17020751
12706,17021393
12707,17021690
12708,17023502
12709,17024216
12710,17025943
12711,17028119
12712,17031800
12713,17034362
12714,17035717
12715,17039109
12716,17043244
12717,17051684
12718,17053273
12719,17053914
12720,17056158
12721,17058490
12722,17059156
12723,17059351
12724,17060801
12725,17066358
12726,17068626
12727,17071085
12728,17072868
12729,17073357
12730,17073787
12731,17075555
12732,17075574
12733,17079737
12734,17080443
12735,17085713
12736,17087539
12737,17090068
12738,17093790
12739,17094437
12740,17094480
12741,17094970
12742,17095667
12743,17096603
12744,17097900
12745,17100342
12746,17100702
12747,17102310
12748,17102875
12749,17103995
12750,17108106
12751,17111484
12752,17112952
12753,17113276
12754,17114512
12755,17115197
12756,17117973
12757,17118954
12758,17119373
12759,17120842
12760,17121828
12761,17124185
12762,17126080
12763,17126248
12764,17126644
12765,17128209
12766,17128790
12767,17129091
12768,17129605
12769,17131259
12770,17134076
12771,17135238
12772,17140135
12773,17143533
12774,17144281
12775,17145512
12776,17146727
12777,17147692
12778,17147757
12779,17147872
12780,17149764
12781,17149891
12782,17152578
12783,17153055
12784,17153690
12785,17160019
12786,17164305
12787,17164498
12788,17165878
12789,17165962
12790,17168858
12791,17169693
12792,17172065
12793,17172255
12794,17174145
12795,17174394
12796,17177284
12797,17179127
12798,17182620
12799,17187607
12800,17188671
12801,17189057
12802,17191666
12803,17193388
12804,17193556
12805,17194446
12806,17194634
12807,17198268
12808,17199303
12809,17199792
12810,17200212
12811,17200737
12812,17201676
12813,17202698
12814,17204262
12815,17205829
12816,17207353
12817,17207764
12818,17209883
12819,17210312
12820,17215625
12821,17216181
12822,17223659
12823,17223923
12824,17225461
12825,17228043
12826,17233184
12827,17234515
12828,17239598
12829,17241823
12830,17244684
12831,17246634
12832,17247077
12833,17250643
12834,17251511
12835,17251676
12836,17257615
12837,17263150
12838,17263859
12839,17268146
12840,17268402
12841,17277407
12842,17279308
12843,17280826
12844,17281516
12845,17282871
12846,17285544
12847,17287958
12848,17295291
12849,17297829
12850,17298080
12851,17301217
12852,17301418
12853,17303069
12854,17303987
12855,17306291
12856,17307088
12857,17309271
12858,17310575
12859,17311340
12860,17311966
12861,17314333
12862,17316465
12863,17320102
12864,17322228
12865,17323362
12866,17324262
12867,17325276
12868,17325861
12869,17333492
12870,17336074
12871,17336520
12872,17337499
12873,17341064
12874,17341622
12875,17342996
12876,17344337
12877,17344466
12878,17354384
12879,17360555
12880,17361834
12881,17362365
12882,17362895
12883,17363483
12884,17365182
12885,17368981
12886,17369822
12887,17374241
12888,17374300
12889,17375408
12890,17376264
12891,17378167
12892,17380743
12893,17381739
12894,17385542
12895,17387563
12896,17388097
12897,17390287
12898,17393382
12899,17396601
12900,17404788
12901,17406408
12902,17406671
12903,17406838
12904,17409542
12905,17409617
12906,17412424
12907,17414685
12908,17414746
12909,17415402
12910,17416418
12911,17416938
12912,17417511
12913,17418177
12914,17418717
12915,17421734
12916,17422273
12917,17423382
12918,17423858
12919,17424141
12920,17424682
12921,17427177
12922,17428968
12923,17429079
12924,17429231
12925,17431636
12926,17436089
12927,17437557
12928,17438217
12929,17441320
12930,17444293
12931,17444884
12932,17445087
12933,17446450
12934,17447426
12935,17448865
12936,17449109
12937,17451660
12938,17453541
12939,17455502
12940,17464001
12941,17465985
12942,17472838
12943,17475490
12944,17477325
12945,17482502
12946,17483901
12947,17484650
12948,17485311
12949,17488477
12950,17495421
12951,17495651
12952,17496692
12953,17504553
12954,17505753
12955,17506723
12956,17508587
12957,17509461
12958,17509683
12959,17510452
12960,17513274
12961,17513596
12962,17514334
12963,17517430
12964,17521161
12965,17521439
12966,17523896
12967,17524845
12968,17528496
12969,17533138
12970,17534199
12971,17549009
12972,17555834
12973,17559511
12974,17559548
12975,17564471
12976,17564491
12977,17571284
12978,17571866
12979,17580916
12980,17587939
12981,17591150
12982,17592073
12983,17595829
12984,17599211
12985,17601184
12986,17601681
12987,17604203
12988,17617536
12989,17629523
12990,17630251
12991,17631902
12992,17638457
12993,17646620
12994,17649317
12995,17652485
12996,17654249
12997,17656115
12998,17660187
12999,17664497
13000,17665935
13001,17667047
13002,17667991
13003,17668070
13004,17668893
13005,17670063
13006,17676698
13007,17681306
13008,17685458
13009,17693154
13010,17694680
13011,17696837
13012,17703333
13013,17705692
13014,17713774
13015,17714251
13016,17719862
13017,17724017
13018,17725374
13019,17729627
13020,17733417
13021,17736248
13022,17736466
13023,17737250
13024,17738137
13025,17755255
13026,17755767
13027,17756804
13028,17757730
13029,17769314
13030,17773596
13031,17773725
13032,17778632
13033,17781986
13034,17785918
13035,17786420
13036,17788372
13037,17789153
13038,17795953
13039,17799116
13040,17802134
13041,17803449
13042,17805417
13043,17808441
13044,17810296
13045,17810653
13046,17811168
13047,17817495
13048,17818113
13049,17821463
13050,17822177
13051,17828967
13052,17829787
13053,17832591
13054,17832641
13055,17836011
13056,17842062
13057,17843116
13058,17843363
13059,17844131
13060,17849531
13061,17850989
13062,17852383
13063,17853776
13064,17854250
13065,17854267
13066,17859775
13067,17861947
13068,17868390
13069,17868449
13070,17868877
13071,17869090
13072,17874511
13073,17876942
13074,17877291
13075,17883445
13076,17885496
13077,17885648
13078,17889534
13079,17893032
13080,17893882
13081,17894275
13082,17897124
13083,17900101
13084,17902697
13085,17902748
13086,17904912
13087,17906738
13088,17907029
13089,17907498
13090,17907535
13091,17909629
13092,17910034
13093,17912468
13094,17916028
13095,17918810
13096,17921016
13097,17933204
13098,17933550
13099,17945305
13100,17963776
13101,17965480
13102,17969874
13103,17970315
13104,17971031
13105,17973068
13106,17973187
13107,17976058
13108,17977376
13109,17977609
13110,17977610
13111,17980440
13112,17980860
13113,17981938
13114,17982717
13115,17988171
13116,17992586
13117,17993345
13118,17996302
13119,17997653
13120,17997717
13121,18004251
13122,18005702
13123,18007191
13124,18012045
13125,18015254
13126,18016711
13127,18019003
13128,18021498
13129,18022299
13130,18022512
13131,18031398
13132,18032074
13133,18034593
13134,18037373
13135,18037912
13136,18042177
13137,18042425
13138,18045538
13139,18046703
13140,18050988
13141,18052033
13142,18052373
13143,18053010
13144,18054924
13145,18059170
13146,18060554
13147,18061812
13148,18067324
13149,18069472
13150,18071428
13151,18073407
13152,18077498
13153,18078631
13154,18079406
13155,18079682
13156,18081144
13157,18082803
13158,18084302
13159,18084379
13160,18087736
13161,18094891
13162,18098996
13163,18100040
13164,18100581
13165,18102185
13166,18102249
13167,18104018
13168,18105687
13169,18107728
13170,18108785
13171,18109396
13172,18110582
13173,18110871
13174,18111704
13175,18111739
13176,18123798
13177,18124993
13178,18125978
13179,18127184
13180,18128166
13181,18131268
13182,18131723
13183,18133391
13184,18136449
13185,18137709
13186,18138245
13187,18139281
13188,18140807
13189,18141695
13190,18142074
13191,18142145
13192,18143622
13193,18144507
13194,18146055
13195,18146935
13196,18148557
13197,18149508
13198,18149997
13199,18153842
13200,18156216
13201,18157522
13202,18158306
13203,18159493
13204,18161486
13205,18161824
13206,18164151
13207,18164816
13208,18171854
13209,18172615
13210,18173939
13211,18176191
13212,18179013
13213,18181428
13214,18181604
13215,18182445
13216,18184827
13217,18187955
13218,18190680
13219,18195266
13220,18199711
13221,18202772
13222,18208355
13223,18211280
13224,18213011
13225,18213099
13226,18215268
13227,18216446
13228,18216829
13229,18217841
13230,18220023
13231,18223948
13232,18224364
13233,18224980
13234,18227023
13235,18230522
13236,18236459
13237,18246839
13238,18247471
13239,18248868
13240,18254862
13241,18266816
13242,18270368
13243,18271833
13244,18272880
13245,18273633
13246,18278365
13247,18279807
13248,18281215
13249,18283618
13250,18283716
13251,18284547
13252,18285422
13253,18287579
13254,18289236
13255,18293636
13256,18296650
13257,18297059
13258,18298089
13259,18301432
13260,18302040
13261,18302302
13262,18302327
13263,18306762
13264,18312478
13265,18312607
13266,18313300
13267,18317363
13268,18318178
13269,18318349
13270,18320041
13271,18321372
13272,18323952
13273,18326534
13274,18340439
13275,18341872
13276,18347150
13277,18353830
13278,18355342
13279,18357573
13280,18359292
13281,18360679
13282,18369919
13283,18370407
13284,18370778
13285,18372295
13286,18372390
13287,18374156
13288,18374256
13289,18377498
13290,18377924
13291,18382180
13292,18384246
13293,18386098
13294,18390414
13295,18392832
13296,18393726
13297,18394121
13298,18394794
13299,18399913
13300,18403496
13301,18404136
13302,18405769
13303,18408282
13304,18408534
13305,18411224
13306,18413889
13307,18415309
13308,18415544
13309,18418790
13310,18419518
13311,18420955
13312,18423119
13313,18426712
13314,18432019
13315,18432035
13316,18433607
13317,18433961
13318,18439030
13319,18439928
13320,18440488
13321,18441458
13322,18442013
13323,18442184
13324,18442811
13325,18443645
13326,18452508
13327,18455793
13328,18458275
13329,18461049
13330,18464419
13331,18466442
13332,18474391
13333,18478663
13334,18480063
13335,18482421
13336,18488644
13337,18498825
13338,18503303
13339,18503371
13340,18508795
13341,18509489
13342,18513700
13343,18514310
13344,18515406
13345,18521919
13346,18527722
13347,18531562
13348,18531595
13349,18533885
13350,18537031
13351,18537215
13352,18540761
13353,18545086
13354,18545993
13355,18546348
13356,18549237
13357,18553041
13358,18557235
13359,18560447
13360,18563334
13361,18574326
13362,18576346
13363,18576597
13364,18584032
13365,18584360
13366,18589265
13367,18590399
13368,18590460
13369,18592669
13370,18592852
13371,18595023
13372,18596357
13373,18599691
13374,18604253
13375,18605043
13376,18605573
13377,18606558
13378,18607878
13379,18609886
13380,18611625
13381,18611917
13382,18615877
13383,18621106
13384,18621219
13385,18621669
13386,18630392
13387,18633238
13388,18634817
13389,18641173
13390,18646795
13391,18646808
13392,18650343
13393,18656402
13394,18661107
13395,18664569
13396,18665975
13397,18666440
13398,18671478
13399,18671904
13400,18673412
13401,18675376
13402,18675583
13403,18676181
13404,18677667
13405,18685993
13406,18687686
13407,18688193
13408,18690963
13409,18691358
13410,18707747
13411,18719140
13412,18724908
13413,18726677
13414,18730589
13415,18741339
13416,18741581
13417,18742658
13418,18742828
13419,18744060
13420,18749381
13421,18751091
13422,18756822
13423,18759536
13424,18759637
13425,18767935
13426,18771407
13427,18771942
13428,18779548
13429,18780506
13430,18786421
13431,18792402
13432,18794111
13433,18795913
13434,18797975
13435,18798410
13436,18799695
13437,18807157
13438,18810887
13439,18814904
13440,18815112
13441,18819041
13442,18820090
13443,18820980
13444,18822269
13445,18824532
13446,18825176
13447,18825727
13448,18832800
13449,18832882
13450,18836632
13451,18837097
13452,18846080
13453,18848279
13454,18865984
13455,18868264
13456,18872142
13457,18877095
13458,18884952
13459,18887216
13460,18888078
13461,18891381
13462,18892943
13463,18895856
13464,18896077
13465,18896713
13466,18898394
13467,18912243
13468,18915652
13469,18922664
13470,18923674
13471,18923970
13472,18926037
13473,18926571
13474,18927245
13475,18941569
13476,18942929
13477,18943375
13478,18946098
13479,18948874
13480,18949102
13481,18951880
13482,18952460
13483,18953641
13484,18960393
13485,18961202
13486,18962022
13487,18962052
13488,18965896
13489,18966281
13490,18966512
13491,18967750
13492,18971253
13493,18973235
13494,18973811
13495,18976661
13496,18982080
13497,18982927
13498,18987797
13499,18988564
13500,18989435
13501,18991393
13502,18991713
13503,18992370
13504,18992408
13505,18992824
13506,18993599
13507,18995038
13508,18995450
13509,18995470
13510,18996333
13511,18998865
13512,18999882
13513,19000428
13514,19003535
13515,19004762
13516,19006713
13517,19008347
13518,19009842
13519,19019830
13520,19028262
13521,19032138
13522,19035955
13523,19041323
13524,19045629
13525,19051375
13526,19054013
13527,19054064
13528,19057596
13529,19058482
13530,19061567
13531,19066175
13532,19068760
13533,19074299
13534,19076619
13535,19078456
13536,19084932
13537,19085477
13538,19087383
13539,19089515
13540,19092396
13541,19094583
13542,19095489
13543,19097368
13544,19097781
13545,19103095
13546,19113620
13547,19125986
13548,19131940
13549,19138504
13550,19138753
13551,19139941
13552,19140576
13553,19147785
13554,19152069
13555,19152259
13556,19152706
13557,19156089
13558,19157100
13559,19160411
13560,19161205
13561,19163198
13562,19165237
13563,19165534
13564,19165555
13565,19166591
13566,19168049
13567,19168362
13568,19169045
13569,19169635
13570,19171500
13571,19179786
13572,19180372
13573,19185221
13574,19185332
13575,19186615
13576,19195477
13577,19197044
13578,19206790
13579,19210335
13580,19212826
13581,19215697
13582,19216289
13583,19219516
13584,19219915
13585,19224861
13586,19224930
13587,19228200
13588,19234686
13589,19235891
13590,19236451
13591,19238953
13592,19242805
13593,19243142
13594,19244327
13595,19244500
13596,19250615
13597,19250863
13598,19251526
13599,19251904
13600,19253353
13601,19254545
13602,19255363
13603,19258516
13604,19261574
13605,19267602
13606,19271653
13607,19276931
13608,19278480
13609,19287921
13610,19290731
13611,19291682
13612,19292021
13613,19293552
13614,19294589
13615,19295649
13616,19297323
13617,19298994
13618,19300053
13619,19303325
13620,19304617
13621,19308529
13622,19310523
13623,19312383
13624,19315169
13625,19320652
13626,19323298
13627,19323978
13628,19324246
13629,19324307
13630,19342645
13631,19347603
13632,19349304
13633,19351254
13634,19353261
13635,19353386
13636,19353684
13637,19357459
13638,19360452
13639,19362740
13640,19362834
13641,19364196
13642,19368628
13643,19368882
13644,19371117
13645,19372433
13646,19373169
13647,19373211
13648,19373838
13649,19374230
13650,19377294
13651,19386167
13652,19391610
13653,19395102
13654,19395112
13655,19398604
13656,19400184
13657,19401578
13658,19406728
13659,19407080
13660,19407280
13661,19407669
13662,19408089
13663,19410213
13664,19412683
13665,19414600
13666,19414919
13667,19415331
13668,19416628
13669,19419127
13670,19420106
13671,19422314
13672,19423122
13673,19423192
13674,19424333
13675,19424651
13676,19424682
13677,19425441
13678,19427658
13679,19429334
13680,19430530
13681,19435413
13682,19437171
13683,19439208
13684,19441625
13685,19442999
13686,19447565
13687,19448039
13688,19449083
13689,19451268
13690,19455156
13691,19455413
13692,19457611
13693,19457856
13694,19458340
13695,19458717
13696,19466514
13697,19466636
13698,19468578
13699,19476929
13700,19480550
13701,19483992
13702,19484097
13703,19484572
13704,19486698
13705,19488036
13706,19492649
13707,19493015
13708,19494945
13709,19495022
13710,19496064
13711,19499529
13712,19500429
13713,19503746
13714,19506062
13715,19506248
13716,19509894
13717,19511174
13718,19513278
13719,19516017
13720,19519149
13721,19520331
13722,19523037
13723,19531765
13724,19536369
13725,19538403
13726,19543308
13727,19544737
13728,19546531
13729,19546624
13730,19546699
13731,19554173
13732,19555390
13733,19555419
13734,19561543
13735,19562064
13736,19562182
13737,19563434
13738,19563754
13739,19565022
13740,19566754
13741,19566884
13742,19568659
13743,19570880
13744,19571848
13745,19572533
13746,19573837
13747,19574417
13748,19574563
13749,19575335
13750,19576183
13751,19577730
13752,19582767
13753,19582911
13754,19584491
13755,19584923
13756,19585104
13757,19586267
13758,19586540
13759,19586559
13760,19586943
13761,19587643
13762,19587889
13763,19588083
13764,19588292
13765,19589168
13766,19593400
